,root_url,num_of_out_links
266,https://www.cdc.gov/coronavirus/2019-ncov/php/index.html,169.0
267,https://techcrunch.com/,34.0
268,https://techcrunch.com/2020/10/01/facebook-groups-to-gain-suite-of-new-tools-for-managing-discussions-surfacing-public-content/,6.0
269,https://www.usatoday.com/story/news/nation-now/2018/08/01/qanon-trump-florida-rally-what-q-signs-mean/878642002/,83.0
270,https://cm.usatoday.com/terms/,12.0
271,https://www.thecitypodcast.com/,103.0
272,https://www.washingtonpost.com/news/the-fix/wp/2018/03/31/the-conspiracy-theory-behind-a-curious-roseanne-barr-tweet-explained/?utm_term=.69872896f2b6,70.0
273,https://helpcenter.washingtonpost.com/hc/en-us/requests/new?ticket_form_id=114094010092,1.0
274,http://nie.washingtonpost.com,52.0
275,https://www.theguardian.com/technology/2018/jul/30/qanon-4chan-rightwing-conspiracy-theory-explained-trump,113.0
276,https://www.usatoday.com/story/news/nation-now/2018/08/01/qanon-trump-florida-rally-what-q-signs-mean/878642002//entertainment/,83.0
277,http://www.ruanyifeng.com/blog/2020/09/weekly-issue-125.html,135.0
278,https://www.financialnews.com.cn/ll/gdsj/202009/t20200914_200849.html,50.0
279,http://zhengyaing.com,15.0
280,http://www.12377.cn/,46.0
281,http://www.bilibili.com/read/cv7804913/,12.0
282,https://techcrunch.com/,37.0
283,https://techcrunch.com/2020/10/02/watch-spacex-launch-a-gps-satellite-for-the-u-s-space-force-live/,3.0
284,https://techcrunch.com/2020/10/02/kaleidos-unscreen-is-dead-simple-drag-and-drop-background-removal-for-video/,8.0
285,https://twitter.com/etherington,0.0
286,https://techcrunch.com/2020/10/02/infinite-bids-index-ventures/,5.0
