,source_url,link_to_urls
0,5992,"{6016, 6017, 6018, 6019, 6020, 6021, 6022, 6023, 6024, 5992, 5993, 5994, 5995, 5996, 5997, 5998, 5999, 6000, 6001, 6002, 6003, 6004, 6005, 6006, 6007, 6008, 6009, 6010, 6011, 6012, 6013, 6014, 6015}"
